"","Gender","Age","Education_level","Employment_status","Income_group","Country","Household_members_number","Number_vehicles_household","Leisure_trips_number","Plan_to_purchase_vehicle","buy_electric"
"8307","M",50,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",1,4,"Yes, in the next 2 years",FALSE
"8308","M",64,"Upper secondary (high school)","Retired","middle","Latvia","two",1,0,"No",TRUE
"8309","M",43,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","one (myself)",1,2,"No",FALSE
"8310","F",52,"Tertiary and higher (University degree or PhD)","Retired","middle","Latvia","three",2,2,"Yes, in the next 2 years",FALSE
"8311","M",54,"Upper secondary (high school)","Part time employed","low","Latvia","one (myself)",1,0,"No",FALSE
"8312","F",39,"Upper secondary (high school)","Part time employed","lower middle","Latvia","five",3,1,"Yes, in the next 12 months",TRUE
"8313","F",41,"Tertiary and higher (University degree or PhD)","Full time employed","I prefer not to answer","Latvia","two",1,3,"Don’t know/no answer",FALSE
"8314","F",48,"Tertiary and higher (University degree or PhD)","Other","higher middle","Latvia","four",2,2,"No",TRUE
"8315","M",59,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Latvia","one (myself)",1,0,"Yes, in the next 12 months",FALSE
"8316","F",59,"Upper secondary (high school)","Part time employed","middle","Latvia","three",2,1,"Yes, in the next 2 years",FALSE
"8317","F",37,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",1,0,"Don’t know/no answer",FALSE
"8318","F",46,"Upper secondary (high school)","Part time employed","low","Latvia","four",1,0,"Yes, in the next 2 years",TRUE
"8319","M",45,"Upper secondary (high school)","Full time employed","middle","Latvia","four",2,0,"Yes, in the next 2 years",TRUE
"8320","M",37,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",1,2,"Yes, in the next 2 years",FALSE
"8321","F",65,"Tertiary and higher (University degree or PhD)","Retired","lower middle","Latvia","four",4,0,"Yes, in the next 12 months",TRUE
"8322","M",34,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","three",2,8,"Yes, in the next 12 months",FALSE
"8323","F",35,"Upper secondary (high school)","Part time employed","middle","Latvia","three",2,1,"Yes, in the next 12 months",TRUE
"8324","F",59,"Tertiary and higher (University degree or PhD)","Retired","middle","Latvia","one (myself)",1,0,"No",FALSE
"8325","F",56,"Tertiary and higher (University degree or PhD)","Retired","lower middle","Latvia","one (myself)",1,0,"No",TRUE
"8326","F",33,"Upper secondary (high school)","Full time employed","lower middle","Latvia","two",2,2,"No",TRUE
"8327","F",42,"Upper secondary (high school)","Other","middle","Latvia","four",1,1,"Yes, in the next 12 months",FALSE
"8328","F",43,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","five",1,1,"Yes, in the next 6 months",TRUE
"8329","M",45,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Latvia","four",2,2,"Yes, in the next 12 months",FALSE
"8330","F",45,"Upper secondary (high school)","Full time employed","middle","Latvia","three",1,0,"Yes, in the next 2 years",FALSE
"8331","M",34,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",1,1,"Yes, in the next 2 years",FALSE
"8332","F",35,"Tertiary and higher (University degree or PhD)","Other","low","Latvia","three",1,0,"Yes, in the next 2 years",TRUE
"8333","F",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","two",2,12,"Yes, in the next 2 years",TRUE
"8334","F",44,"Tertiary and higher (University degree or PhD)","Other","middle","Latvia","five",2,2,"Yes, in the next 6 months",FALSE
"8335","M",33,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",3,6,"Yes, in the next 2 years",FALSE
"8336","F",45,"Lower secondary (upper elementary school)","Unemployed","lower middle","Latvia","more than five",1,0,"Yes, in the next 12 months",FALSE
"8337","F",35,"Upper secondary (high school)","Full time employed","lower middle","Latvia","four",2,3,"Don’t know/no answer",TRUE
"8338","M",37,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","five",1,0,"Yes, in the next 6 months",TRUE
"8339","F",35,"Upper secondary (high school)","Unemployed","lower middle","Latvia","two",1,1,"Yes, in the next 2 years",TRUE
"8340","M",42,"Upper secondary (high school)","Full time employed","lower middle","Latvia","three",2,0,"No",FALSE
"8341","F",36,"Primary (elementary school)","Full time employed","middle","Latvia","two",2,3,"Yes, in the next 6 months",TRUE
"8342","F",48,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","five",2,5,"No",FALSE
"8343","F",41,"Tertiary and higher (University degree or PhD)","Unemployed","high","Latvia","four",2,16,"No",FALSE
"8344","F",36,"Upper secondary (high school)","Other","middle","Latvia","three",1,3,"Yes, in the next 12 months",TRUE
"8345","M",46,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Latvia","three",3,1,"Yes, in the next 2 years",FALSE
"8346","F",59,"Upper secondary (high school)","Full time employed","middle","Latvia","three",2,0,"Don’t know/no answer",FALSE
"8347","F",47,"Upper secondary (high school)","Other","middle","Latvia","four",2,0,"Yes, in the next 2 years",FALSE
"8348","F",43,"Upper secondary (high school)","Unemployed","lower middle","Latvia","five",1,1,"Don’t know/no answer",FALSE
"8349","F",45,"Upper secondary (high school)","Full time employed","middle","Latvia","three",2,0,"Yes, in the next 6 months",FALSE
"8350","F",30,"Upper secondary (high school)","Part time employed","middle","Latvia","four",2,0,"Yes, in the next 12 months",FALSE
"8351","M",47,"Upper secondary (high school)","Full time employed","middle","Latvia","two",1,5,"No",FALSE
"8352","F",39,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Latvia","four",1,4,"Yes, in the next 12 months",FALSE
"8353","F",32,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","one (myself)",1,0,"Yes, in the next 12 months",TRUE
"8354","F",37,"Tertiary and higher (University degree or PhD)","Full time employed","high","Latvia","two",2,0,"Yes, in the next 2 years",TRUE
"8355","F",41,"Tertiary and higher (University degree or PhD)","Unemployed","lower middle","Latvia","three",2,13,"Yes, in the next 2 years",TRUE
"8356","F",48,"Upper secondary (high school)","Full time employed","middle","Latvia","two",2,1,"Yes, in the next 12 months",FALSE
"8357","F",44,"Lower secondary (upper elementary school)","Full time employed","middle","Latvia","two",1,13,"Yes, in the next 2 years",FALSE
"8358","F",42,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Latvia","four",2,0,"No",TRUE
"8359","M",30,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","one (myself)",1,10,"Yes, in the next 12 months",FALSE
"8360","F",40,"Upper secondary (high school)","Full time employed","middle","Latvia","three",2,0,"No",FALSE
"8361","F",36,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Latvia","four",1,0,"Yes, in the next 12 months",FALSE
"8362","F",42,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",2,1,"No",TRUE
"8363","F",47,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","three",2,1,"Yes, in the next 12 months",FALSE
"8364","M",35,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","three",1,0,"Yes, in the next 12 months",FALSE
"8365","F",44,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Latvia","three",1,10,"Yes, in the next 12 months",FALSE
"8366","M",42,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",2,0,"Yes, in the next 12 months",TRUE
"8367","M",49,"Upper secondary (high school)","Full time employed","lower middle","Latvia","four",2,0,"No",TRUE
"8368","F",44,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Latvia","four",2,0,"Yes, in the next 12 months",FALSE
"8369","M",40,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Latvia","two",2,6,"Yes, in the next 2 years",FALSE
"8370","M",31,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","three",1,2,"Yes, in the next 12 months",TRUE
"8371","M",40,"Lower secondary (upper elementary school)","Full time employed","lower middle","Latvia","three",1,0,"Yes, in the next 2 years",TRUE
"8372","F",35,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","two",1,1,"Yes, in the next 2 years",TRUE
"8373","F",43,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","three",2,1,"Yes, in the next 2 years",FALSE
"8374","M",43,"Lower secondary (upper elementary school)","Full time employed","low","Latvia","four",1,3,"Yes, in the next 2 years",TRUE
"8375","F",30,"Upper secondary (high school)","Part time employed","middle","Latvia","two",2,1,"No",TRUE
"8376","M",44,"Upper secondary (high school)","Full time employed","middle","Latvia","two",2,0,"Don’t know/no answer",TRUE
"8377","M",30,"Lower secondary (upper elementary school)","Part time employed","middle","Latvia","three",2,0,"Don’t know/no answer",FALSE
"8378","F",47,"Tertiary and higher (University degree or PhD)","Unemployed","lower middle","Latvia","five",1,0,"Yes, in the next 2 years",TRUE
"8379","F",36,"Tertiary and higher (University degree or PhD)","Other","middle","Latvia","three",2,1,"No",FALSE
"8380","F",41,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",2,1,"Yes, in the next 2 years",FALSE
"8381","M",34,"Upper secondary (high school)","Full time employed","middle","Latvia","two",2,0,"Yes, in the next 2 years",FALSE
"8382","F",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",2,1,"Don’t know/no answer",TRUE
"8383","M",22,"Upper secondary (high school)","Studying","middle","Latvia","four",2,10,"Yes, in the next 6 months",FALSE
"8384","M",21,"Tertiary and higher (University degree or PhD)","Studying","higher middle","Latvia","two",2,5,"Yes, in the next 6 months",TRUE
"8385","M",47,"Upper secondary (high school)","Unemployed","lower middle","Latvia","two",1,1,"No",FALSE
"8386","M",43,"Tertiary and higher (University degree or PhD)","Studying","low","Latvia","four",1,0,"Yes, in the next 2 years",TRUE
"8387","M",39,"Lower secondary (upper elementary school)","Full time employed","middle","Latvia","four",1,0,"Yes, in the next 12 months",FALSE
"8388","M",48,"Upper secondary (high school)","Full time employed","middle","Latvia","three",2,0,"Yes, in the next 2 years",TRUE
"8389","M",44,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Latvia","five",2,2,"Yes, in the next 12 months",FALSE
"8390","M",27,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","five",2,5,"Yes, in the next 6 months",TRUE
"8391","M",48,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",3,2,"Yes, in the next 12 months",TRUE
"8392","M",34,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","two",3,0,"No",FALSE
"8393","M",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","three",2,2,"No",FALSE
"8394","M",37,"Upper secondary (high school)","Full time employed","middle","Latvia","three",2,5,"Yes, in the next 2 years",FALSE
"8395","M",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","two",1,2,"No",FALSE
"8396","M",41,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",2,1,"Yes, in the next 12 months",TRUE
"8397","M",41,"Upper secondary (high school)","Full time employed","middle","Latvia","four",2,3,"Yes, in the next 2 years",FALSE
"8398","M",39,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","one (myself)",1,3,"Yes, in the next 12 months",FALSE
"8399","M",45,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","two",2,0,"Yes, in the next 2 years",FALSE
"8400","M",46,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","two",2,4,"Yes, in the next 2 years",TRUE
"8401","M",44,"Tertiary and higher (University degree or PhD)","Unemployed","middle","Latvia","four",2,2,"No",TRUE
"8402","M",47,"Tertiary and higher (University degree or PhD)","Other","low","Latvia","four",1,2,"No",TRUE
"8403","M",36,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Latvia","five",2,2,"Yes, in the next 12 months",TRUE
"8404","M",40,"Tertiary and higher (University degree or PhD)","Unemployed","lower middle","Latvia","two",1,0,"Yes, in the next 2 years",TRUE
"8405","M",40,"Tertiary and higher (University degree or PhD)","Other","lower middle","Latvia","two",1,0,"No",FALSE
"8406","M",47,"Upper secondary (high school)","Full time employed","middle","Latvia","four",1,4,"Yes, in the next 12 months",FALSE
"8407","M",42,"Upper secondary (high school)","Full time employed","middle","Latvia","five",2,10,"Yes, in the next 2 years",TRUE
"8408","M",45,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Latvia","four",2,1,"Yes, in the next 12 months",FALSE
"8409","M",32,"Upper secondary (high school)","Full time employed","middle","Latvia","two",1,2,"Yes, in the next 2 years",FALSE
